post,value
"18. 4. 10.  6:15  <직원 미인증>  인턴은 해외에 같이 나가면 안됨?  여성은 의원과 해외에 같이 나가면 안됨?? 일이 있고 그 담당자면 같이 나가는거 아님?  해외에 나갈때 담당업무자와 같이 가는게 정상아님??  인턴이라 이상하다. 여성이라 이상하다. 그 후 승진해서 이상하다.   해외에 같이 갈 정도로 업무를 잘한 직원이고, 그래서 내부 승진한건데 그게 여성이라 이상하다. 인턴이라 이상하다. 태세전환 오지고요. 지리네요.",<직원 미인증>
"18. 4. 9.  10:02  <직원 미인증>  한 번도 그려본 적 없는 '국회의원 보좌진'이란 이름으로 일한지, 일년 남짓한 시간이 흘렀다.  한 분야에서 수년 동안의 경력을 가지고 들어왔지만, 이 곳에서 뭔가 잘한다는, 정확히는 의원의 맘에 들게 무언가를 한다는게 불가능하다는 결론에 이르렀다.  못한다, 형편없다, 그만두라는 말이 반복될수록, 자기 자신에 대한 확신을 잃는 수준을 너머, 이제껏 업으로 생각해오며 해오던 일에 대해 트라우마가 자리잡을지도 모른다는 생각.  하지만 이런 생각을, 고민을 속 편히 나눌 동료 같은건 이 작은 사무실 안에서 찾을 수 없다. 언제나 각자의… 더 보기 일로 바쁘고, 그렇게 6시를 넘길 시간이 찾아오면 다시들 집으로 돌아간다. 파티션의 칸 막이의 높이 만큼이나, 이들과의 관계로 덧 없게 느껴진다.  대숲에서 종종 보게되는 무례하고 형편없는 사람은 없으니, 그나마 다행이라고 해야할까. 조용히 키보드 소리만 도각도각, 각자의 일만 하고있다.  무수히 많은, 소음처럼 느껴지는 정보들, 평생 관심을 가져본 적 없으나, 각각의 현안 속에서 고통받고 힘들어하는 사람들의 무게들. 이제 짊어지는게 버겁게 느껴진다.",<직원 미인증>
"18. 4. 9.  7:50  <직원 인증>  김기식 금감원장 출장 관련 기사 보는데 정말 속상하네요. 수행한 보좌진이 남자였어도 이런식으로 의혹 제기하고, '여비서' 신상터는 기사가 날까요?  피감기관 예산으로 출장 다녀온 것, 잘못됐습니다. 출장일정, 소요예산, 관련 정책 활동 등에 대한 문제제기는 얼마든지 있을 수 있다고 봅니다.  (의혹 제기자께서는 그런 출장 다녀오신 적 없으니, 당당하게 말씀하시는거라 믿겠습니다.)  그런데 꼭 '여비서와 둘이', '출장 다녀와서 고속 승진' 이런 프레임 만드셔야했나요? 인턴은 정책하면 안되고, 여성 보좌진은 남성 의원 수행하면… 더 보기 안되나요?  인턴하다가 승진하면 안되는거였나요? 여성 인턴은 주구장창 의원 차나 타다가 나가라는건가요? 9급 위에 8급 자체가 없던 시절인데 9급에서 7급 간게 어떻게 고속승진 됩니까?  인턴 때부터 급수 달고있는 지금까지 남성 의원께 정책 업무 직보하고, 담당 기관·단체 방문 일정을 수행했던 '여비서'인 저로서는,  '정책업무보좌는 보좌관급이나 비서관급만 한다(남성에 한해서)'는 그 쪽 보좌진들 정말 불쌍하네요.  그동안 여성 보좌진을, 인턴을 어떤 시각에서 바라보셨는지 잘 알게 되었습니다.  매번 '여비서'라는 명칭으로 이상한 사람들의 야릇한 상상에 동원되는 직업군이 되는것 같아 불쾌했는데, 오늘은 같은 건물서 얼굴 마주치며 일하는 의원이 '여비서'를 그렇게 이용하셨네요. 의도하신대로 그 기사 댓글에는 여기 옮겨 담기도 더러운 말들로 도배됐습니다.    오늘도 미투 대책을 논의하고 고민했던 이 직업은 여성이라는 이유로, 모야당 대표와 공인된 매체가 대놓고 성희롱을 해도 참아내야 하는 직업이 되었네요.   저 스스로를 위로하며, 여성 보좌진이라는 이유로 힘든 하루 겪으셨을 당사자 분과, 이 곳의 모든 '여비서'님들께 위로의 말씀 드리고 싶습니다.   그래도 우리, 힘냅시다!",<직원 인증>
"18. 4. 9.  4:08  <직원 인증>  영감님 국외 출장가시는데 여자 인턴 비서만 수행가는 게 정상인가요? 심기 보좌도 아니고, 영감님 위치 파악 차원의 관내 수행(일명 가방모찌)하는 것도 아니고요. 사업차 나가는 국외 출장이라면 당연히 이 사업을 책임져야하는 담당 비서관/보좌관이 가야 맞죠.  여자 인턴 비서 대동한 국외출장이 이렇게 일반적인 것이 었는지 궁금하네요. 이런 경우는 국회 찌라시로도, 술자리에서 겉도는 이야기로도 못들어봤습니다. 인턴 비서가 여성이 아니라 남성이라고 해도 이상할 정도입니다.",<직원 인증>
"18. 4. 7.  5:24  <직원 미인증>  지방선거가 코 앞인데, 선거 때마다 자원봉사자들 꼬득여서 갑질 좀 그만합시다. 밥도 안주고, 알아서 사먹게 두고, 자원봉사자들에게 무리한 요구하며 일만 시키는 캠프, 꼭 여러 곳 있더군요. 그것도 문재인 정부의 청와대 출신 자처하는 후보의 캠프가 그러는데 참 과정은 공정하고 기회는 공평하고 결과는 정의롭네요.  특히 경기도 쪽 시장 출마하시는 후보님 특히 경기도 쪽 분들, 그만 좀 하세요.",<직원 미인증>
"18. 4. 6.  6:31  <직원 인증>  제발 품위에 손상입히는 행동 하지맙시다. 관계부처, 기관, 민원인, 등등 많은 사람들이 방문하는 국회의원회관입니다. 그런데 10층 화장실 왜 자꾸 용변을 보면 뒷처리를 안하는 겁니까? 용변이면 다행입니다. 정말 너무 더럽고 어떻게 이럴수 있는지 정말 연구해보고싶습니다. 이렇게 공개적인 자리에서 이야기하고 싶지 않았습니다. 내얼굴에 침뱉기가 될것 같아서요. 그런데 최근들어 범행이 자주 일어납니다. 자기 뒷처리도 못하면서 어떻게 민원인들 전화받고 민원 처리를 하시는건지 너무 모순적이네요.  제발 부탁드립니다. 같은 사람인 것 같아요. 자기가 싼건 자기가 치웁시다. 잠깐 아차순간 잊을 수 있겠죠. (전 이것도 이해가 안되지만) 화장실 들어갔다와 나갈때 다르다고 이건 해도해도 너무하네요. 제가 본것만 10번이 넘어요.   같은 층 화장실 쓰는 사람으로서 부탁드립니다. 간곡히.",<직원 인증>
"18. 4. 6.  3:43  <직원 인증>  미투가 터지고 여의도대숲에 속속 익명 미투가 올라오자 00당 ㅇㅇㅇ 라는 사람이 ‘미투 단톡방’을 개설해 여성 보좌진 50명을 넘게 초대했다.   성인지 교육 못받은건지 인권감수성이 바닥인건지 이때다 싶은건지 여성보좌진들을 알음알음 50명 넘게 초대해 단톡방을 만들었다. 톡방 대표사진에 본인 얼굴 걸어놨다.   그의 존재 자체가 자발적으로 고발하자는 운동을 부정하는 것이다. 흑인인권위원회에 흑인의 마음을 잘~ 아는 백인 위원장 같은 소리 하고 있었다.   국회 특성상 미투운동에 참여하기 힘드니 제보를 통해 ‘사례집’을… 더 보기 만들어주겠단다. 우리가 총대 맬 사람이 없어서 말을 안하는게 아닌데, 굉장히 수동적 존재로 보고 있는 듯 했다.  “저격까지는 아니라도 두루뭉술하게라도” “국회 성추행 사례집을 만들자” “만약 공개적으로 미투하고 싶은 분들이 있으면” “우리가 뭉쳐서 보호도 해드리고” “당대표님도 여성이시니” “어려우시면 개인톡으로 편하게 말해달라” “제보는 텔레그램 개인톡으로 받으려고 합니다”  도대체 어디서부터 잘못된건지 모르겠다.  무슨 생각으로 저러는 걸까? 전문가가 준비했어도 욕먹었을 판국에.  미투가 무엇인지 이해는 하고 있는걸까?",<직원 인증>
18. 4. 5.  7:02  <직원 미인증>  한 국회의원이 상임위장에서 탁자를 탁!! 치더니 박차고 일어나서 밖으로 나가는 영상을 보는데...  뒤를 이어 한 보좌진이 벌떡 일어나 두구간 물품을 급하게 정리해서 따라 나간다.   에이 더러워서 못해먹겠는게 누군데!!!   괘니 눈물이 나네...,<직원 미인증>
18. 4. 5.  4:06  <직원 인증>  2018년부터 인턴한 사람들은 11개월 만 일할 수 있다는 애기를 들었습니다. 처음엔 2년정도까지 일할 거라고 알고 있었는데 국회사무처 확인해보니 11개월이 맞다네요. 아무리 인턴취지라지만 적어도 2년은 일해야 배우기도 하고 급수 달 기회있는거 뻔히 알면서 8급 신설되니까 인턴만 엿먹으라는 건가봐요.. 1년동안 일배워야 진급 지원할 수 있을텐데 1년 일 배우면 쫓겨나게 생겻네요. 의원님들은 물론이고 보좌관님들도 잘 모르던데 공론화 돼서 운영위에서 다뤄질 수 있게 모두 모두 알려주세요~,<직원 인증>
"18. 4. 4.  4:47  <직원 인증>  761번 국회보수규정/근로조건 부터 읽고 지원서를 내라. 들어오고 나서 대뜸 상여급이니, 수당이 없니 징징대지 말고. 라는 글에 관하여...  글 보자마자 든 생각 몇 자 적어봅니다..  그럼 그 방은 근로 조건도 딱딱 지켜서 일 시키시나요? 그래야 그게 말이 될 것 같은데요 ㅎㅎ  누구 보다 먼저 의원실에 출근해서 문 열고  가장 늦게 퇴근하는 인턴들도 많은데   격려하고 위로하고 처우 개선해 줄 생각은 못할 망정 못됐네요.",<직원 인증>
"18. 4. 4.  10:50  <직원 인증>  관님들아, 본인 전화는 본인이 좀 받자. 본인 서류는 본인이 좀 챙기고.  님들 전화 커버치느라 하루 다가요. 일좀 합시다.",<직원 인증>
18. 4. 3.  6:27  <직원 미인증>  당신이  장기판의 말처럼 움직이려하는 것이 내게는 내 삶이고 내 일상이고 내 생활입니다. 고작 당신의 단기적 이익을 위해 내 삶을 흔드시는건 그만해주세요. 관이란 자리가 타인의 삶을 망가뜨려도 되는 자리라고 생각하진 않습니다. 제 삶이 장기판의 말이라고 스스로 생각하지도 않습니다. 폭력으로 지배하는 것이 옳다고 생각하지도 않습니다. 무서워서 진심으로 무서워서 혼자서만 되뇌이던 말을 드디어 해보네요.,<직원 미인증>
18. 4. 3.  4:51  <직원 인증>  양치하면서 뱉은 치약 덩어리 좀 치우고 가!  세면대에 붙어 있는 거 볼때마다 아주 더러워 죽겠어!,<직원 인증>
"18. 4. 2.  3:23  <직원 인증>  의원회관에는 특정 대학교 출신 모임, 특정 지역 출신 모임과 같은 사적인 모임이 여럿 있습니다. 네, 여기도 사람 사는 곳인데 그럴 수 있죠. 존중합니다. 그런데 말입니다, 본인과 같은 지역 출신, 같은 대학교 출신이라는 이유만으로 업무 능력은 제대로 확인 조차 해보지 않고 추천하고 채용하는 문화, 이제 좀 사라져야 하지 않나요? 명문대 출신이고 법학 회계학 전공했으면 뭐 하나요. 보도자료 한 장 제대로 못쓰는데. 술자리에서 사람 좋으면 뭐 하나요. 근태가 엉망인데. 보좌관님들, 같이 일해본 적 없으면서 동문회 술자리에서 몇 번… 더 보기 만난 거 가지고 ‘사람 좋다’고 추천하고, 다른 지원자 이력서는 검토조차 안 해보고 ‘좋은 사람’이 추천했다고 무조건 채용하지 맙시다. 그렇게 검증 되지 않은 사람 데리고 와서 의원실인지 동문회인지 구분 안 되게 만들어 놓고 좋은 게 좋다고 담배 태우며 하하호호 어울리시는 동안, 열정과 소명 가지고 일하던 비서들은 격무에 시달리다가 상처받아 하나둘씩 떠나고 있어요. 국민의 국회 신뢰도가 바닥치는 이유가 이와 무관하지 않다고 생각합니다. 공평, 공정, 결국 구호일 뿐인가 싶어 서글픕니다.",<직원 인증>
18. 3. 30.  6:30  <직원 미인증>  퇴근버스 안  포마드 기름 바른 아저씨가... 이거 *** 가는거지?  저기요. 아저씨 제가 동안이지만 올해 49살 이예요. 어따대고 반말이니??   너 같은 아저씨들땜에 개저씨란 말이 나오는거야.,<직원 미인증>
18. 3. 30.  11:33  <직원 인증>  눈치를 어떻게 가르칠 수 있는 것도 아니고.. 눈치 없는 사람 때문에 너무 피곤합니다.,<직원 인증>
18. 3. 28.  1:59  <직원 인증>  포스터 붙이다가 국회검도회 포스터보고 연락해보려고 했는데 얼마지나서 연락하려고 보니 포스터가 없어졌더라고요ㅜㅜㅠ 검도 배우고 싶은데 국회검도회 연락은 어디로 드리면 될까요? 전자게시판에는 관련 내용이 없어서요ㅜㅠ,<직원 인증>
18. 3. 27.  1:52 < 직원 인증>  언론사들 진짜 웃기다 안내실에서 ㅇㅇ일보에서 오셨다고 전화주셔서 누구만나러 오신 건지 물어봐달라고 부탁드리면 ㅇㅇ일보에서 왔다고 한댄다 아니 니가 ㅇㅇ일보에서 온 거는 알겠고 그래서 누구 만나러왔냐고 ㅇㅇ일보면 다 들여보내줘야하냐?,<직원 미인증>
"18. 3. 27.  1:24 < 직원 인증>  우리방 인턴관님은 참 답답하시다. 공부는 잘하셨다. SKY대학을 나오셨다. 근데 일머리가 정말 너무 심각하시다. 일 못하는 것도 형량이 있다면 이 인턴관님께서는 아마 능지처참이었을 것이다.  보좌진들은 인턴관님에게 뭘 많은 것을 바라지 않는다. 매일 해야 한다고 알려준 일들 잊지 않고 잘 챙기시고, 눈치 좀 있으시고 이상한 행동 안하시고 배운다는 생각으로만 일해주시면 100점짜리다.  우리방 인턴관님은 일단 문제가 매일 챙겨야하는 일들을 계속 까먹으신다. 이거 했냐 저거 했냐 물어보고 다시 시키는 것도 한 두 번이지  요즘은 그냥 원래했던 친구를 시킨다.  모르는게 있으면 그냥 오셔서 모르겠다고 물으시거나 본인 마음대로 해서 당당하게 오신다.  네이버 검색만하면 나오는 사전적 의미까지 다 물으신다. (바쁠 때 이러면 화도 못 내고 알려드리는데 속에서는 염화가 끓는다.) 페이퍼작성 같은 것도 본인 맘대로 헤집어놓으시고 와서는 내가 ‘이거이거이거 수정하세요’ 하면 표정이 일그러지신다.  자기가 한 것에 대해, 인턴관께서 한 것에 대해 감히 내가 무시했다는 생각이실거다.(아니 폐기물 갖다놓고 누구에게 짜증이야)  빨리해야하니까 언제까지 해서 주십셔 하면 시간은 맞춰주시는데 완전엉망이다.  지금까지 인턴관님들에게 했던 설명 똑같이 해줬고 다들 잘 해오셨기에 내가 설명을 못하진 않았을 터, 속에서는 폼페이가 재현된다. 그리고 내가 복합기쪽으로 다가기만 하면 후다닥 휴대폰을 숨기신다. 하 히밤...  백번 양보해서 일 못하시는 것 좋다고 치자, 그런데 본인 자존심은 있으시고 또 돋보이고 싶으셔서 자기 멋대로 막 보좌관, 영감에게 본인께서 만든 똥을 선보이신다. 하 진짜 똥은 인턴관님이 만들고 들어가서 깨지고 커버치는 건 내 몫이다. 더 웃긴 건 그러고 나오면 본인 혼자 온갖 시련을 다 겪은 설화, 신화의 주인공처럼,  표정 하나는 세상풍파 다 맞은 얼굴로 그냥 자리에 앉으신다.  다 쓰고 보니 일머리 문제가 아닌것 같은데 그냥 느낌이겠지",<직원 미인증>
18. 3. 24.  2:18  <직원 미인증>  우리 국회 의원님들 국제인권위에 신고좀 하면 안될까요! 의원들 부터가 근로시간 지키지 않고 달리는데 결국은 그 보좌진들 언론들 ...... 쉴수가 없지요! 저렇게 달리다 보면 국회의원되기전 모습은 온데간데 없고 썩은 동태눈깔의 정치쟁이가 되어버리죠! 약쟁이된거 같기도 하구요  http://m.khan.co.kr/view.html?artid=201803231717005&code=960100&sat_menu=A074,<직원 미인증>
18. 3. 23.  2:11  <직원 미인증>  의원이랑 밥먹는거 우리도 싫다. 하지만 그게 업무다. 라고 쓰신 기자님  http://v.media.daum.net/v/20180323123055279?rcmd=rn  입사 초기부터 뇌물받는 법을 배우시는 건 아닌가요?,<직원 미인증>
"18. 3. 22  9:15  <직원 인증>  모 당에 보좌진의 정치적 자유를 요구합니다.  우리는 모 당 소속 의원실에 근무하는 보좌진입니다. 그리고 우리는 모 당의 생계형 책임당원입니다.  보좌진으로서 우리의 업무는 항상 당원가입 압박과 함께였습니다. 처음 국회에 들어왔을 때, 의원님이 실적을 채워야한다며 가족 모두의 당원가입신청서를 받아오라고 하셨습니다. 당시에는 유야무야 넘어갔지만, “저는 이 당을 지지하지 않습니다”라고 말하지 못했던 것이 지금껏 후회스럽습니다. 지난 8월에는 보좌진 전원의 신상명세와 당비납부내역을 보고하라는 공문이 내려왔습니다. 보좌진이 당원이 아니면… 더 보기 당협 평가 시 불이익을 주겠다는 협박과 함께.  ㅇㅇㅇ 대표님, 그리고 ㅇㅇㅇ 사무총장님! 여러분에게 보좌진은 무엇입니까? 대선 당시 ㅇㅇㅇ 후보를 위해 전국 각지로 내려갔던 보좌진들은 법에 명시된 선거사무원 수당은커녕 실비도 받지 못했습니다. 오히려 선거 직후 “당이 어렵다”며 보좌관 월 5만원, 비서관 월 3만원의 직책당비를 강요하셨지요.  최근에는 김영철 방한을 저지하겠다고 통일대교에서 노숙투쟁을 벌이셨습니다. 지역별로 인원 동원령이 떨어졌지요. 국회는 평소에도 주말을 제대로 보장받는 곳은 아니지만, 이 날은 우리 차까지 몰고 가 임진각 한복판에서 덜덜 떨며 밤을 새야 했습니다. 당이 보좌진을 어떻게 생각하시는지,… 더 보기",<직원 인증>
18. 3. 22  6:35  <직원 미인증>,<직원 미인증>
"18. 3. 22  11:48  <직원 인증>  재작년 8월 매미가 점점 줄어들고 산꼭대기에선 잎에 물이 들기 시작하려는 시기,  난 국회에 처음 발을 딛었고 그 사람을 만났다.   처음엔 그냥 좋은 사람이라 생각했으며, 나와는 앞으로 관련이 크게 없을 것이라 생각했다. 너무 아름답고 너무 멋졌으며 나와는 다른세계의 사람으로 느껴졌기에,  나에겐 그냥 멋지고 아름다운 사람, 그것이 다였다.  그런데 어느 순간부터… 더 보기 그 사람 혼자만 반짝반짝 빛이 나서 살짝 본 것만으로도  두근거림이 멈추질 않았고 집으로 가는 길,  어제와는 전혀 다른 풍경이 보였다. 평소와 같은 풍경이고 평소와 같은 나날이었을텐데 말이다.  내 평범했던 주변이 전혀 다른 풍경이 보이기 시작한 그 순간,  나에게 있어 그 사람은 특별한 존재가 되었다.  낙엽이 지고난 뒤 눈이 내렸으며,  벚꽃이 피고 진 뒤엔 나무들에 푸른색이 입혀졌다.  그동안 그 사람과 참 많이 만났다. 만나는 것이 하나 둘 쌓이면서 나는 단 하나만을 바랬다. … 더 보기",<직원 인증>
18. 3. 22  9:11  <직원 인증>  아침마다 회관 4층 (후생관쪽) 복도에서 나는 음식냄새 도대체 어느방이죠? 사무실 문을 열고있을 수 없을 정도에요,<직원 인증>
아가씨 소리좀 하지마세요 아저씨들 제가 아저씨라고 안부르잖아요  의원실 살림산다는 소리 좀 하지마세요 여기가 회사지 집입니까 저 살림사는거 아니구요 일해요 일!,<직원 미인증>
"18. 3. 21  2:01 <직원 인증>  ""나는 면 애호가다 국회의 비빔면 혹은 쫄면은 맛이 없다. 왜일까?  나는 자취를 10년 이상한 프로 생활 요리가다. 쫄면의 맛을 표현할 때 우리는 매콤한 혹은 새콤달콤한 이라는 수식어를 사용한다.  매콤하다 : 적당히 맵다 새콤달콤 : 약간 시면서도 단맛이 난다.  콤안에는 달다라는 의미가 있는데. 국회안 비빔면 혹은 쫄면에는 고추장의 텁텁한 맛만 있을뿐 단맛이 없다. 온 세상을 다 다녀도 이리 맛없는 비빔면을 찾을 수 없을 정도다. 그래도 면을 좋아하니 맛나게 먹는 법을 찾아야했다. 그리고 찾았다.  그럼 비빔면 혹은 쫄면을 맛있게 먹는 법을 알려주겠다.  1. 비빔면 혹은 쫄면이 나오는지 확인한다. 2. 같이 나오는 메뉴에 샐러드가 있는지 확인한다. 3. 샐러드가 없으면 안 먹는다. 4. 샐러드가 있으면 도전!!! 5. 비빔면을 담는다.  6. 비빔면위에 샐러드 야채를 얹는다. 7. 샐러드 소스를 적당량 뿌린다. 8. 주변인으로부터 뭐하냐? 라는 소리를 듣는다. 9. 자리에 앉아서 새로 비빈다. 10. 새콤달콤해지고 씹는맛(샐러드 야채)이 있는 비빔면 쫄면을 먹는다.  국회 생존요리전문가 G""",<직원 인증>
18. 3. 21  1:50 <직원 미인증>  여러분이 소속된 의원실 인턴 혹은 비서가 일을 한다구요? 기적입니다. 감사하며 다니세요.  - 학교 다닐때 일반화의 오류 라고 안 배웠음?,<직원 미인증>
"18. 3. 21.  12:06  <직원 인증>  인턴이든, 입법보조든 회관 채용에 관심이 있으면  국회보수규정/근로조건 부터 읽고 지원서를 내라. 들어오고 나서 대뜸  상여급이니, 수당이 없니 징징대지 말고. 그리고 급수보좌진 중 인턴.보조원 급여문제 나오면 동조하는 사람 몇있는데,  그럼 당신 월급 일부 떼서 인턴.보조원에게 보태는 게 어떠냐고 하니 한 놈도 환영하는 인간 없더라. 영감이 더 주는 건 찬성인데.",<직원 인증>
"18. 3. 21.  9:08  <직원 미인증>  근로시간 단축 기사를 보았습니다. 국회는 업무 특성상 새벽, 야근, 주말 근무가 많음에도 불구하고 수당은 통으로 쳐서 최저로 측정되는 것 같은데..임금은 적어지고 근무량은 여전하겠군요. 주52시간 시범 운영에 국회도 포함되는지 궁금하네요. 씁쓸합니다...",<직원 미인증>
"18. 3. 20.  2:02  <직원 인증>  보좌관, 비서관, 비서님들... 이렇게 많은 돈을 성과상여금으로 받아오셨던 거에요? 그래서 오늘 다들 아침부터 인턴 안들리게 쉬쉬하면서 소득세 어쩌고 상여금이 어쩌고 하셨구나. 인턴에겐 안나오니까.",<직원 인증>
18. 3. 20.  11:28  <직원 인증>  나도 작년 내내 일했는데 성과급이 없다.,<직원 인증>
"18. 3. 16.  4:17  <직원 인증>  < 국회의 16 법칙 >  1. 인턴은 아무리 일을 잘해봐야 인턴이다.  2. 일 못하는 놈이 야근한다.  3. 회관의 양대 거짓말은 ‘휴가줄께’와 ‘급수줄께’다.  4. 끼니 거르면서 일하는 사람 치고 일 잘하는 사람 없다.  5. 공부하는 머리와 일하는 머리는 다르다.  6. 처음부터 말이 많고 친절한 사람일수록 보잘 것 없다.  7. 사소한 피드백 빠른 사람이 일을 잘한다.  8. 아웃풋만 확실하면 근태는 상관없다.  9. 일반인에서 인턴 되는 것이 어렵다.  10. 인턴에서 급수 다는 것은 매우 어렵다.  11. 급수 달고 승진은 쉽다.  12. 아랫사람에게 일을 자주 시키는 보좌관일수록 구태보좌진이다.  13. 자기가 할 수 있는 일은 자기가 하자.  14. ‘그게 다 그렇지 뭐~ 보좌진이 다 그렇지 뭐’, 이런 당신. 국회를 떠날 차례다.  15. 보좌관의 정무감각? 보좌관에게 들어오는 정보 자체가 많다.  16. 기존의 제도는 유지하고 선의에 의존하는 것은 피해야 한다.",<직원 인증>
18. 3. 16.  9:20  <직원 인증>  여러분이 소속된 의원실 비서관이 일을 한다구요? 기적입니다. 감사하며 다니세요.,<직원 인증>
"18. 3. 13.  10:41  <직원 미인증>  국회에서 의경으로 근무했습니다. 별 건 아닌데요. 국회 내부에서 저희를 상대로 갑질을 하지 않던 족속을 본 적이 한 번도 없습니다. 국회의원. 보좌관. 비서. 국회직원. 출입기자. 모두요.  직원증 패용해달라고 했더니 ""네가 뭔데 이래라 저래라냐?""라고 하던 직원 분 아직 잘 계시나요? 근무 때 바빠서 의원에게 경례 못 했더니 따로 부대에 전화해서 경찰 직원 갈구신 보좌관님은 아직도 보좌관이신가요? 행사 도중 무단횡단 하셔서 횡단보도로 건너달라고 부탁했더니 ""내가 여기 30년째 다니고 있어.""라 하시던 기자님 이제는 면 년 째 다니시죠? 밤에 술 취해서 들어오시길래 직원인지 확인했더니 다짜고짜 쌍욕을 하신 직원 분 아직도 술 많이 드세요?  모두 얼굴에 철판은 여전히 잘 깔고 계시죠?",<직원 미인증>
"18. 3. 13.  1:22  <직원 인증>  의원실에서 아이코스 냄새 진동해서 너무 힘듭니다. 역하고 어지럽고 머리도 아파요. 업무시간 내이든 외이든, 담배든 전자담배든 아이코스든 사무실 내에서는 좀 안 펴주시면 안 될까요? 아주 기본적인 매너가 아닐까 싶습니다.",<직원 인증>
"<여의도 옆 대나무숲에서 알려드립니다>  여의도 옆 대나무숲은 최근 성폭력 제보를 투고받았으며, 원칙대로 인물의 성명을 가린 뒤 업로드하는 방식으로 제보받은 투고를 게시하였으나, 해당 사건의 피해자들이 삭제를 요구하여 해당 투고는 삭제 처리 되었습니다.  여의도 옆 대나무숲에서는 피해자들이 2차 가해를 우려하고 있으며, 더 이상 종결된 사건이 재차 언급되는 것을 원치 않는다는 사실을 직접 확인하였습니다.  앞으로 앞서 언급한 사건의 투고는 일체 접수받지 않을 예정임을 알려드리며, 재차 언급되지 않기를 간절히 원하는 피해자를 향한 2차 가해가 더 이상 없기를 바랍니다.  감사합니다.",<직원 미인증>
"18. 3. 12.  8:20  <직원 인증>  과거 민병두 의원과 함께했던 사람입니다.  지금 일련의 사태를 바라보며 착잡한 심정으로 민병두 의원에 대한 저의 기억을 전하고자 합니다.  ‘민병두 의원은 지독한 워커홀릭입니다.’ 일년에 한 번,  며칠 휴가를 보내는 시간을 제외하면 국회와 지역구를 왕복하며 의정활동에만 몰두했습니다. 속독에 능해 바쁜와중에도 하루 2~3권의 책을 읽고, 잠시 쉬는 시간에도 기사를 읽으며 사회 현안들을 공부했습니다.  보좌진 입장에서는 피곤한 일이지만, ‘나라 걱정은 혼자 다하던’ 민병두 의원은 주말, 평일 없이 수많은 카톡으로 새로운 아이디어를… 더 보기 전달하며 사회 부조리를 파헤치고 해법을 만들어 낼 것을 주문했습니다. 그렇게 ‘가맹사업법’, ‘권리금약탈방지법’ 등 경제민주화 법안들을 만들어 냈습니다.  ‘민병두 의원은 권위의식이 없는 사람입니다.’ 비가 오던 날, 우산을 씌워드리자 ‘비가 맞는게 좋다’며 거절한 기억이 떠오릅니다. 평소에도 보좌진이 옆에서 수행하며 문을 열주거나 따라다니는 것조차 불편히 여겼습니다.  비싼 호텔 식당보다 사무실에서 업무를 보며 김밥과 만두를 먹는 것을 좋아했고, 사색할 때면 여의도에서 동대문구까지 5~6시간 씩 걷던 사람입니다. 낡은 그의 구두와 운동화가 생각나네요...  오늘 민병두 의원의 아들이 그가 ‘도덕적 결벽증이 있다’고 설명했습니다. 제가 바라본 그의 모습과 크게 다르지 않습니다...나라 걱정에 잠도 없이 일만 하던 분이었고, 아랫사람이라고 함부로 대하지 않았던 사람입니다.  그에 대한 기억이 생생하기에 지금의 상황을 믿을 수 없습니다.",<직원 인증>
18. 3. 12.  5:51  <직원 미인증>   정의,<직원 미인증>
